"cons","cve_edo","NOM_ENT","cve_mun","NOM_MUN","cve_loc","grupo_animal","horas_anuales"
"1683","24","San Luis Potosí","019","Lagunillas","0044","equinos",168
"1696","24","San Luis Potosí","019","Lagunillas","0044","equinos",1344
"1702","24","San Luis Potosí","019","Lagunillas","0044","equinos",756
"1703","24","San Luis Potosí","019","Lagunillas","0044","equinos",336
"1704","24","San Luis Potosí","019","Lagunillas","0044","equinos",96
"1706","24","San Luis Potosí","019","Lagunillas","0044","equinos",1344
"1708","24","San Luis Potosí","019","Lagunillas","0044","equinos",28
"1710","24","San Luis Potosí","019","Lagunillas","0044","equinos",336
"1711","24","San Luis Potosí","019","Lagunillas","0044","equinos",2016
"1712","24","San Luis Potosí","019","Lagunillas","0044","equinos",168
"1714","24","San Luis Potosí","019","Lagunillas","0044","equinos",1008
"1748","11","Guanajuato","037","Silao de la Victoria","0003","equinos",56
"1801","11","Guanajuato","046","Yuriria","0049","equinos",336
"1805","11","Guanajuato","046","Yuriria","0049","equinos",1104
"1807","11","Guanajuato","046","Yuriria","0049","equinos",1512
"1808","11","Guanajuato","046","Yuriria","0049","equinos",168
"1809","11","Guanajuato","046","Yuriria","0049","equinos",672
"1810","11","Guanajuato","046","Yuriria","0049","equinos",576
"1811","11","Guanajuato","046","Yuriria","0049","equinos",336
"1814","11","Guanajuato","046","Yuriria","0049","equinos",1344
"1815","11","Guanajuato","046","Yuriria","0049","equinos",4032
"1823","11","Guanajuato","046","Yuriria","0009","equinos",336
"1859","11","Guanajuato","030","San Felipe","0071","equinos",1344
"1928","32","Zacatecas","038","Pinos","0062","equinos",112
"2022","14","Jalisco","015","Autlán de Navarro","0027","equinos",84
"2029","14","Jalisco","015","Autlán de Navarro","0027","equinos",336
"2042","18","Nayarit","015","Santiago Ixcuintla","0036","equinos",1008
"2052","18","Nayarit","015","Santiago Ixcuintla","0036","equinos",168
"2075","18","Nayarit","015","Santiago Ixcuintla","0073","equinos",336
"2087","18","Nayarit","018","Tuxpan","0012","equinos",2688
"2088","18","Nayarit","018","Tuxpan","0012","equinos",168
"2101","18","Nayarit","018","Tuxpan","0013","equinos",2688
"2103","18","Nayarit","018","Tuxpan","0013","equinos",168
"2127","16","Michoacán de Ocampo","075","Los Reyes","0009","equinos",672
"2128","16","Michoacán de Ocampo","075","Los Reyes","0009","equinos",192
"2156","16","Michoacán de Ocampo","075","Los Reyes","0032","equinos",33.6
"2164","20","Oaxaca","260","San Miguel Aloápam","0002","equinos",1344
"2165","20","Oaxaca","260","San Miguel Aloápam","0002","equinos",1344
"2167","20","Oaxaca","260","San Miguel Aloápam","0002","equinos",2688
"2168","20","Oaxaca","260","San Miguel Aloápam","0002","equinos",2688
"2169","20","Oaxaca","260","San Miguel Aloápam","0002","equinos",672
"2170","20","Oaxaca","260","San Miguel Aloápam","0002","equinos",1536
"2174","20","Oaxaca","260","San Miguel Aloápam","0002","equinos",1344
"2176","20","Oaxaca","260","San Miguel Aloápam","0002","equinos",672
"2177","20","Oaxaca","260","San Miguel Aloápam","0002","equinos",280
"2178","20","Oaxaca","260","San Miguel Aloápam","0002","equinos",3360
"2179","20","Oaxaca","260","San Miguel Aloápam","0002","equinos",1008
"2180","20","Oaxaca","260","San Miguel Aloápam","0002","equinos",1344
"2184","20","Oaxaca","260","San Miguel Aloápam","0002","equinos",1344
"2185","20","Oaxaca","260","San Miguel Aloápam","0002","equinos",720
"2187","20","Oaxaca","260","San Miguel Aloápam","0002","equinos",1344
"2190","20","Oaxaca","260","San Miguel Aloápam","0002","equinos",1008
"2192","20","Oaxaca","260","San Miguel Aloápam","0002","equinos",336
"2193","20","Oaxaca","260","San Miguel Aloápam","0002","equinos",408
"2194","20","Oaxaca","260","San Miguel Aloápam","0002","equinos",112
"2195","20","Oaxaca","260","San Miguel Aloápam","0002","equinos",672
"2196","20","Oaxaca","260","San Miguel Aloápam","0002","equinos",336
"2198","20","Oaxaca","260","San Miguel Aloápam","0002","equinos",336
"2199","20","Oaxaca","260","San Miguel Aloápam","0002","equinos",672
"2200","20","Oaxaca","260","San Miguel Aloápam","0002","equinos",672
"2212","20","Oaxaca","453","Santiago Astata","0001","equinos",336
"2214","20","Oaxaca","453","Santiago Astata","0001","equinos",1008
"2217","20","Oaxaca","453","Santiago Astata","0001","equinos",336
"2218","20","Oaxaca","453","Santiago Astata","0001","equinos",1344
"2242","20","Oaxaca","453","Santiago Astata","0001","equinos",336
"2244","20","Oaxaca","453","Santiago Astata","0001","equinos",1344
"2253","20","Oaxaca","453","Santiago Astata","0001","equinos",1344
"2261","20","Oaxaca","453","Santiago Astata","0001","equinos",1008
"2264","20","Oaxaca","453","Santiago Astata","0001","equinos",168
"2265","20","Oaxaca","453","Santiago Astata","0001","equinos",336
"2270","20","Oaxaca","453","Santiago Astata","0001","equinos",336
"2275","20","Oaxaca","453","Santiago Astata","0001","equinos",336
"2389","20","Oaxaca","406","Santa María Chilchotla","0061","equinos",2016
"2395","20","Oaxaca","406","Santa María Chilchotla","0061","equinos",2688
"2445","20","Oaxaca","002","Acatlán de Pérez Figueroa","0008","equinos",1008
"2481","28","Tamaulipas","017","Jaumave","0064","equinos",288
"2491","28","Tamaulipas","017","Jaumave","0064","equinos",112
"2497","28","Tamaulipas","017","Jaumave","0064","equinos",336
"2506","28","Tamaulipas","017","Jaumave","0064","equinos",336
"2516","28","Tamaulipas","017","Jaumave","0064","equinos",1344
"2552","28","Tamaulipas","034","San Carlos","0001","equinos",1344
"2923","21","Puebla","164","Tepeaca","0007","equinos",4032
"3314","19","Nuevo León","017","Galeana","0077","equinos",11.2
"0010","15","México","051","Lerma","0060","otro",63
"0019","15","México","051","Lerma","0060","otro",168
"0046","15","México","067","Otzolotepec","0018","otro",112
"0094","15","México","124","San José del Rincón","0083","otro",336
"0281","15","México","113","Villa Guerrero","0035","otro",5.6
"0294","15","México","113","Villa Guerrero","0035","otro",112
"0331","21","Puebla","113","Piaxtla","0001","otro",768
"0335","21","Puebla","113","Piaxtla","0001","otro",56
"0544","12","Guerrero","001","Acapulco de Juárez","0087","otro",168
"0590","12","Guerrero","001","Acapulco de Juárez","0349","otro",336
"0770","21","Puebla","016","Aquixtla","0003","otro",168
"0916","30","Veracruz de Ignacio de la Llave","029","Calcahualco","0005","otro",112
"0922","30","Veracruz de Ignacio de la Llave","029","Calcahualco","0007","otro",48
"0927","30","Veracruz de Ignacio de la Llave","029","Calcahualco","0007","otro",28
"1031","02","Baja California","002","Mexicali","0251","otro",7
"1203","04","Campeche","006","Hopelchén","0019","otro",56
"1250","27","Tabasco","013","Nacajuca","0015","otro",336
"1255","27","Tabasco","013","Nacajuca","0015","otro",336
"1259","27","Tabasco","013","Nacajuca","0015","otro",288
"1261","27","Tabasco","013","Nacajuca","0015","otro",336
"1265","27","Tabasco","013","Nacajuca","0015","otro",672
"1267","27","Tabasco","013","Nacajuca","0015","otro",448
"1271","27","Tabasco","013","Nacajuca","0015","otro",1344
"1274","27","Tabasco","013","Nacajuca","0015","otro",576
"1301","27","Tabasco","005","Comalcalco","0110","otro",336
"1303","27","Tabasco","005","Comalcalco","0110","otro",1008
"1374","27","Tabasco","008","Huimanguillo","0259","otro",140
"1401","27","Tabasco","012","Macuspana","0150","otro",560
"1403","27","Tabasco","012","Macuspana","0150","otro",336
"1413","27","Tabasco","012","Macuspana","0150","otro",280
"1417","27","Tabasco","012","Macuspana","0150","otro",140
"1422","27","Tabasco","012","Macuspana","0231","otro",112
"1430","27","Tabasco","012","Macuspana","0231","otro",18.6666666666667
"1466","30","Veracruz de Ignacio de la Llave","108","Minatitlán","0112","otro",60
"1470","30","Veracruz de Ignacio de la Llave","108","Minatitlán","0112","otro",6.4
"2102","18","Nayarit","018","Tuxpan","0013","otro",18.6666666666667
"2166","20","Oaxaca","260","San Miguel Aloápam","0002","otro",5.6
"2290","07","Chiapas","023","Chamula","0125","otro",28
"2309","07","Chiapas","023","Chamula","0094","otro",336
"2310","07","Chiapas","023","Chamula","0094","otro",336
"2315","07","Chiapas","023","Chamula","0094","otro",56
"2395","20","Oaxaca","406","Santa María Chilchotla","0061","otro",44.8
"2477","20","Oaxaca","002","Acatlán de Pérez Figueroa","0032","otro",112
"0010","15","México","051","Lerma","0060","reses",168
"0044","15","México","067","Otzolotepec","0018","reses",1344
"0045","15","México","067","Otzolotepec","0018","reses",1120
"0056","15","México","067","Otzolotepec","0018","reses",1344
"0057","15","México","067","Otzolotepec","0018","reses",336
"0081","15","México","124","San José del Rincón","0083","reses",168
"0098","15","México","124","San José del Rincón","0083","reses",1008
"0112","15","México","124","San José del Rincón","0083","reses",1200
"0122","15","México","124","San José del Rincón","0048","reses",336
"0155","15","México","124","San José del Rincón","0121","reses",672
"0167","15","México","124","San José del Rincón","0038","reses",168
"0169","15","México","124","San José del Rincón","0038","reses",252
"0191","15","México","124","San José del Rincón","0038","reses",672
"0192","15","México","124","San José del Rincón","0038","reses",336
"0193","15","México","124","San José del Rincón","0038","reses",70
"0204","15","México","124","San José del Rincón","0032","reses",912
"0207","15","México","124","San José del Rincón","0032","reses",20
"0208","15","México","124","San José del Rincón","0032","reses",864
"0210","15","México","124","San José del Rincón","0032","reses",672
"0215","15","México","124","San José del Rincón","0032","reses",1344
"0218","15","México","124","San José del Rincón","0032","reses",280
"0221","15","México","124","San José del Rincón","0053","reses",344
"0227","15","México","124","San José del Rincón","0053","reses",1008
"0231","15","México","124","San José del Rincón","0053","reses",336
"0232","15","México","124","San José del Rincón","0053","reses",1008
"0234","15","México","124","San José del Rincón","0053","reses",336
"0236","15","México","124","San José del Rincón","0053","reses",1008
"0238","15","México","124","San José del Rincón","0053","reses",672
"0249","15","México","074","San Felipe del Progreso","0066","reses",84
"0259","15","México","074","San Felipe del Progreso","0066","reses",1008
"0277","15","México","074","San Felipe del Progreso","0107","reses",2016
"0310","15","México","113","Villa Guerrero","0021","reses",168
"0335","21","Puebla","113","Piaxtla","0001","reses",5376
"0339","21","Puebla","113","Piaxtla","0001","reses",336
"0340","21","Puebla","113","Piaxtla","0001","reses",168
"0350","21","Puebla","113","Piaxtla","0006","reses",1344
"0354","21","Puebla","113","Piaxtla","0006","reses",576
"0433","13","Hidalgo","060","Tenango de Doria","0001","reses",624
"0456","30","Veracruz de Ignacio de la Llave","103","Mecatlán","0018","reses",1344
"0523","12","Guerrero","001","Acapulco de Juárez","0082","reses",1344
"0533","12","Guerrero","001","Acapulco de Juárez","0082","reses",864
"0562","12","Guerrero","001","Acapulco de Juárez","0297","reses",112
"0563","12","Guerrero","001","Acapulco de Juárez","0297","reses",252
"0605","12","Guerrero","002","Ahuacuotzingo","0013","reses",2688
"0620","12","Guerrero","002","Ahuacuotzingo","0013","reses",5376
"0622","12","Guerrero","002","Ahuacuotzingo","0030","reses",672
"0624","12","Guerrero","002","Ahuacuotzingo","0030","reses",672
"0634","12","Guerrero","002","Ahuacuotzingo","0030","reses",2688
"0672","29","Tlaxcala","006","Calpulalpan","0012","reses",1176
"0783","21","Puebla","016","Aquixtla","0009","reses",672
"0785","21","Puebla","016","Aquixtla","0009","reses",700
"0786","21","Puebla","016","Aquixtla","0009","reses",504
"0821","21","Puebla","186","Tlatlauquitepec","0037","reses",336
"0879","21","Puebla","017","Atempan","0009","reses",112
"1052","08","Chihuahua","007","Balleza","0001","reses",1176
"1064","08","Chihuahua","007","Balleza","0001","reses",1056
"1122","25","Sinaloa","011","Guasave","0816","reses",28
"1125","25","Sinaloa","011","Guasave","0816","reses",280
"1131","25","Sinaloa","011","Guasave","0816","reses",84
"1134","25","Sinaloa","011","Guasave","0816","reses",420
"1138","25","Sinaloa","011","Guasave","0816","reses",56
"1150","25","Sinaloa","011","Guasave","0759","reses",672
"1199","03","Baja California Sur","008","Los Cabos","0198","reses",1344
"1217","04","Campeche","006","Hopelchén","0019","reses",112
"1222","04","Campeche","006","Hopelchén","0057","reses",288
"1226","04","Campeche","006","Hopelchén","0057","reses",1792
"1237","04","Campeche","006","Hopelchén","0057","reses",155.2
"1239","04","Campeche","006","Hopelchén","0057","reses",372
"1255","27","Tabasco","013","Nacajuca","0015","reses",0.333333333333333
"1258","27","Tabasco","013","Nacajuca","0015","reses",432
"1259","27","Tabasco","013","Nacajuca","0015","reses",576
"1260","27","Tabasco","013","Nacajuca","0015","reses",1008
"1265","27","Tabasco","013","Nacajuca","0015","reses",672
"1270","27","Tabasco","013","Nacajuca","0015","reses",336
"1272","27","Tabasco","013","Nacajuca","0015","reses",1152
"1274","27","Tabasco","013","Nacajuca","0015","reses",288
"1286","27","Tabasco","005","Comalcalco","0036","reses",672
"1318","27","Tabasco","005","Comalcalco","0110","reses",256
"1378","27","Tabasco","008","Huimanguillo","0259","reses",576
"1389","27","Tabasco","008","Huimanguillo","0191","reses",112
"1390","27","Tabasco","008","Huimanguillo","0191","reses",1008
"1391","27","Tabasco","008","Huimanguillo","0191","reses",336
"1392","27","Tabasco","008","Huimanguillo","0191","reses",672
"1395","27","Tabasco","008","Huimanguillo","0191","reses",12.8
"1396","27","Tabasco","008","Huimanguillo","0191","reses",576
"1411","27","Tabasco","012","Macuspana","0150","reses",672
"1420","27","Tabasco","012","Macuspana","0150","reses",5.6
"1427","27","Tabasco","012","Macuspana","0231","reses",336
"1428","27","Tabasco","012","Macuspana","0231","reses",336
"1448","30","Veracruz de Ignacio de la Llave","108","Minatitlán","0029","reses",280
"1464","30","Veracruz de Ignacio de la Llave","108","Minatitlán","0112","reses",112
"1465","30","Veracruz de Ignacio de la Llave","108","Minatitlán","0112","reses",192
"1486","19","Nuevo León","017","Galeana","0077","reses",144
"1491","19","Nuevo León","017","Galeana","0077","reses",432
"1492","19","Nuevo León","017","Galeana","0077","reses",616
"1494","19","Nuevo León","017","Galeana","0077","reses",432
"1495","19","Nuevo León","017","Galeana","0077","reses",308
"1496","19","Nuevo León","017","Galeana","0077","reses",336
"1497","19","Nuevo León","017","Galeana","0077","reses",672
"1500","19","Nuevo León","017","Galeana","0077","reses",88
"1538","05","Coahuila de Zaragoza","030","Saltillo","0073","reses",72
"1545","05","Coahuila de Zaragoza","030","Saltillo","0073","reses",48
"1554","05","Coahuila de Zaragoza","030","Saltillo","0073","reses",480
"1563","10","Durango","004","Cuencamé","0054","reses",2016
"1565","10","Durango","004","Cuencamé","0054","reses",336
"1567","10","Durango","004","Cuencamé","0054","reses",280
"1571","10","Durango","004","Cuencamé","0054","reses",1008
"1576","10","Durango","004","Cuencamé","0054","reses",672
"1614","22","Querétaro","014","Querétaro","0054","reses",168
"1621","22","Querétaro","014","Querétaro","0054","reses",3360
"1628","22","Querétaro","014","Querétaro","0054","reses",37.3333333333333
"1630","22","Querétaro","014","Querétaro","0054","reses",56
"1642","22","Querétaro","018","Tolimán","0010","reses",168
"1691","24","San Luis Potosí","019","Lagunillas","0044","reses",288
"1699","24","San Luis Potosí","019","Lagunillas","0044","reses",576
"1710","24","San Luis Potosí","019","Lagunillas","0044","reses",336
"1718","24","San Luis Potosí","019","Lagunillas","0044","reses",4032
"1752","11","Guanajuato","037","Silao de la Victoria","0003","reses",840
"1757","11","Guanajuato","037","Silao de la Victoria","0003","reses",672
"1768","11","Guanajuato","017","Irapuato","0102","reses",2688
"1772","11","Guanajuato","017","Irapuato","0102","reses",672
"1805","11","Guanajuato","046","Yuriria","0049","reses",1104
"1807","11","Guanajuato","046","Yuriria","0049","reses",1560
"1811","11","Guanajuato","046","Yuriria","0049","reses",336
"1814","11","Guanajuato","046","Yuriria","0049","reses",2016
"1842","11","Guanajuato","030","San Felipe","0071","reses",112
"1859","11","Guanajuato","030","San Felipe","0071","reses",1344
"1861","11","Guanajuato","030","San Felipe","0109","reses",336
"1866","11","Guanajuato","030","San Felipe","0109","reses",992
"1867","11","Guanajuato","030","San Felipe","0109","reses",2688
"1877","11","Guanajuato","030","San Felipe","0109","reses",168
"1921","32","Zacatecas","038","Pinos","0062","reses",1344
"1932","32","Zacatecas","038","Pinos","0062","reses",336
"1933","32","Zacatecas","038","Pinos","0062","reses",1728
"1935","32","Zacatecas","038","Pinos","0062","reses",396
"1936","32","Zacatecas","038","Pinos","0062","reses",80
"1941","32","Zacatecas","038","Pinos","0113","reses",8064
"1942","32","Zacatecas","038","Pinos","0113","reses",2688
"1943","32","Zacatecas","038","Pinos","0113","reses",1344
"1956","32","Zacatecas","038","Pinos","0113","reses",672
"1965","32","Zacatecas","054","Villa Hidalgo","0007","reses",3360
"1986","32","Zacatecas","054","Villa Hidalgo","0013","reses",1680
"2022","14","Jalisco","015","Autlán de Navarro","0027","reses",336
"2051","18","Nayarit","015","Santiago Ixcuintla","0036","reses",4032
"2055","18","Nayarit","015","Santiago Ixcuintla","0036","reses",336
"2066","18","Nayarit","015","Santiago Ixcuintla","0073","reses",32.6666666666667
"2075","18","Nayarit","015","Santiago Ixcuintla","0073","reses",672
"2087","18","Nayarit","018","Tuxpan","0012","reses",2688
"2101","18","Nayarit","018","Tuxpan","0013","reses",2688
"2122","16","Michoacán de Ocampo","075","Los Reyes","0009","reses",140
"2148","16","Michoacán de Ocampo","075","Los Reyes","0032","reses",336
"2154","16","Michoacán de Ocampo","075","Los Reyes","0032","reses",4032
"2161","20","Oaxaca","260","San Miguel Aloápam","0002","reses",3024
"2162","20","Oaxaca","260","San Miguel Aloápam","0002","reses",246.4
"2163","20","Oaxaca","260","San Miguel Aloápam","0002","reses",576
"2164","20","Oaxaca","260","San Miguel Aloápam","0002","reses",1344
"2165","20","Oaxaca","260","San Miguel Aloápam","0002","reses",720
"2166","20","Oaxaca","260","San Miguel Aloápam","0002","reses",1344
"2167","20","Oaxaca","260","San Miguel Aloápam","0002","reses",2688
"2168","20","Oaxaca","260","San Miguel Aloápam","0002","reses",2688
"2169","20","Oaxaca","260","San Miguel Aloápam","0002","reses",1008
"2170","20","Oaxaca","260","San Miguel Aloápam","0002","reses",1152
"2172","20","Oaxaca","260","San Miguel Aloápam","0002","reses",3360
"2174","20","Oaxaca","260","San Miguel Aloápam","0002","reses",1344
"2176","20","Oaxaca","260","San Miguel Aloápam","0002","reses",1008
"2177","20","Oaxaca","260","San Miguel Aloápam","0002","reses",732
"2184","20","Oaxaca","260","San Miguel Aloápam","0002","reses",1008
"2187","20","Oaxaca","260","San Miguel Aloápam","0002","reses",1008
"2191","20","Oaxaca","260","San Miguel Aloápam","0002","reses",576
"2193","20","Oaxaca","260","San Miguel Aloápam","0002","reses",680
"2194","20","Oaxaca","260","San Miguel Aloápam","0002","reses",1008
"2199","20","Oaxaca","260","San Miguel Aloápam","0002","reses",336
"2212","20","Oaxaca","453","Santiago Astata","0001","reses",2688
"2214","20","Oaxaca","453","Santiago Astata","0001","reses",4032
"2217","20","Oaxaca","453","Santiago Astata","0001","reses",1344
"2218","20","Oaxaca","453","Santiago Astata","0001","reses",1008
"2220","20","Oaxaca","453","Santiago Astata","0001","reses",672
"2242","20","Oaxaca","453","Santiago Astata","0001","reses",1008
"2244","20","Oaxaca","453","Santiago Astata","0001","reses",1344
"2259","20","Oaxaca","453","Santiago Astata","0001","reses",336
"2263","20","Oaxaca","453","Santiago Astata","0001","reses",1008
"2327","20","Oaxaca","397","Heroica Ciudad de Tlaxiaco","0032","reses",1344
"2338","20","Oaxaca","397","Heroica Ciudad de Tlaxiaco","0032","reses",224
"2344","20","Oaxaca","397","Heroica Ciudad de Tlaxiaco","0012","reses",1344
"2389","20","Oaxaca","406","Santa María Chilchotla","0061","reses",2016
"2394","20","Oaxaca","406","Santa María Chilchotla","0061","reses",288
"2395","20","Oaxaca","406","Santa María Chilchotla","0061","reses",2688
"2481","28","Tamaulipas","017","Jaumave","0064","reses",288
"2489","28","Tamaulipas","017","Jaumave","0064","reses",1344
"2490","28","Tamaulipas","017","Jaumave","0064","reses",384
"2491","28","Tamaulipas","017","Jaumave","0064","reses",168
"2497","28","Tamaulipas","017","Jaumave","0064","reses",224
"2514","28","Tamaulipas","017","Jaumave","0064","reses",672
"2515","28","Tamaulipas","017","Jaumave","0064","reses",672
"2541","28","Tamaulipas","034","San Carlos","0001","reses",1344
"2545","28","Tamaulipas","034","San Carlos","0001","reses",672
"2923","21","Puebla","164","Tepeaca","0007","reses",4032
"3312","19","Nuevo León","017","Galeana","0077","reses",42
"3334","05","Coahuila de Zaragoza","030","Saltillo","0073","reses",96
