"","cons","edo","mun","loc","s7c7gp01","s7c7gp02","s7c7gp03a","s7c7gp03b","s7c7gp03c","s7c7gp03d","s7c7gp03e","s7c7gp04a","s7c7gp04b","s7c7gp04c","s7c7gp04d","s7c7gp04e","s7c7gp04_ca","s7c7gp04_cb","s7c7gp04_cc","s7c7gp04_cd","s7c7gp04_ce","s7c7gp05a","s7c7gp05b","s7c7gp05c","s7c7gp05d","s7c7gp05e","s7c7gp06a","s7c7gp06b","s7c7gp06c","s7c7gp06d","s7c7gp06e","s7c7gp07","s7c7gp08","s7c7gp09","s7c7gp09_c","s7c7gp10","s7c7gp11","s7c7gp12","s7c7gp12_c","s7c7gp13","s7c7hp01","s7c7hp02","s7c7hp03","s7c7hp06","s7c7hp07","s7c7hp08","s7c7hp09_lc","s7c7hp10_mc","s7c7hp11_edo"
"11",228,15,124,53,2,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,2,NaN,NaN,NaN,NaN,NaN
"12",1125,25,11,816,2,1,3,4,NA,NA,NA,1,1,NA,NA,NA,1,1,NaN,NaN,NaN,7,7,NA,NA,NA,5,5,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,2,NaN,NaN,NaN,NaN,NaN
"13",1465,30,108,112,2,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,2,NaN,NaN,NaN,NaN,NaN
"14",2164,20,260,2,2,1,1,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,2,NaN,NaN,NaN,NaN,NaN
"15",1318,27,5,110,1,1,2,4,NA,NA,NA,1,3,NA,NA,NA,1,1,NaN,NaN,NaN,5,6,NA,NA,NA,2,3,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,1,2,NA,2,NaN,NaN,NaN,NaN,NaN
"16",202,15,124,32,5,1,3,NA,NA,NA,NA,30,NA,NA,NA,NA,2,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,5,2,NA,2,NaN,NaN,NaN,NaN,NaN
"17",1567,10,4,54,1,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,5,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,1,2,NA,1,10000,2,1,8,10
"18",962,30,159,26,5,1,1,2,NA,NA,NA,5,5,NA,NA,NA,2,2,NaN,NaN,NaN,7,7,NA,NA,NA,12,12,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,5,2,NA,2,NaN,NaN,NaN,NaN,NaN
"19",2244,20,453,1,2,1,1,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,1,0,NaN,NaN,NaN,NaN
"20",227,15,124,53,1,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,1,2,NA,1,0,NaN,NaN,NaN,NaN
"21",2122,16,75,9,1,1,1,NA,NA,NA,NA,30,NA,NA,NA,NA,2,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,10,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,1,2,NA,2,NaN,NaN,NaN,NaN,NaN
"22",296,15,113,35,2,1,1,2,NA,NA,NA,1,1,NA,NA,NA,1,1,NaN,NaN,NaN,6,6,NA,NA,NA,12,12,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,2,NaN,NaN,NaN,NaN,NaN
"23",204,15,124,32,2,1,1,2,8,NA,NA,1,1,1,NA,NA,1,1,1,NaN,NaN,7,7,5,NA,NA,12,12,12,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,2,NaN,NaN,NaN,NaN,NaN
"24",816,21,186,29,2,1,2,NA,NA,NA,NA,20,NA,NA,NA,NA,2,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,2,NaN,NaN,NaN,NaN,NaN
"25",1491,19,17,77,2,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,3,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,2,NaN,NaN,NaN,NaN,NaN
"26",1941,32,38,113,1,1,1,2,3,4,NA,6,6,6,6,NA,1,1,1,1,NaN,7,7,7,7,NA,12,12,12,12,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,1,2,NA,1,0,NaN,NaN,NaN,NaN
"27",1576,10,4,54,1,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,1,2,NA,2,NaN,NaN,NaN,NaN,NaN
"28",2128,16,75,9,2,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,4,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,1,0,NaN,NaN,NaN,NaN
"29",1064,8,7,1,2,1,1,NA,NA,NA,NA,50,NA,NA,NA,NA,2,NaN,NaN,NaN,NaN,2,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,1,0,NaN,NaN,NaN,NaN
"30",96,15,124,83,5,1,1,NA,NA,NA,NA,10,NA,NA,NA,NA,2,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,5,2,NA,2,NaN,NaN,NaN,NaN,NaN
"31",202,15,124,32,2,1,3,NA,NA,NA,NA,30,NA,NA,NA,NA,2,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,2,NaN,NaN,NaN,NaN,NaN
"32",2283,7,23,125,5,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,5,2,NA,2,NaN,NaN,NaN,NaN,NaN
"33",168,15,124,38,2,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,2,NaN,NaN,NaN,NaN,NaN
"34",3314,19,17,77,2,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,2,NaN,NaN,NaN,NaN,NaN
"35",2167,20,260,2,1,1,1,3,NA,NA,NA,2,6,NA,NA,NA,1,1,NaN,NaN,NaN,7,7,NA,NA,NA,12,12,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,1,2,NA,2,NaN,NaN,NaN,NaN,NaN
"36",2184,20,260,2,2,1,1,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,2,NaN,NaN,NaN,NaN,NaN
"37",253,15,74,66,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,5,2,NA,2,NaN,NaN,NaN,NaN,NaN
"38",90,15,124,83,2,1,3,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,2,NaN,NaN,NaN,NaN,NaN
"39",1138,25,11,816,1,1,1,NA,NA,NA,NA,10,NA,NA,NA,NA,2,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,1,2,NA,1,0,NaN,NaN,NaN,NaN
"40",2075,18,15,73,2,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,1,1,100,1,12,0,NA,NaN,NA,2,NaN,NA,2,NaN,NaN,NaN,NaN,NaN
"41",2000,32,54,13,5,1,1,4,NA,NA,NA,5,5,NA,NA,NA,1,1,NaN,NaN,NaN,7,7,NA,NA,NA,12,12,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,5,2,NA,2,NaN,NaN,NaN,NaN,NaN
"42",1554,5,30,73,2,1,1,NA,NA,NA,NA,5,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,2,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,1,1500,1,NaN,NaN,NaN
"43",1989,32,54,13,5,1,1,3,NA,NA,NA,5,3,NA,NA,NA,1,1,NaN,NaN,NaN,7,7,NA,NA,NA,12,12,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,5,2,NA,2,NaN,NaN,NaN,NaN,NaN
"44",149,15,124,121,5,1,1,2,NA,NA,NA,10,20,NA,NA,NA,2,2,NaN,NaN,NaN,1,6,NA,NA,NA,3,12,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,5,2,NA,1,0,NaN,NaN,NaN,NaN
"45",1696,24,19,44,2,1,2,4,NA,NA,NA,2,2,NA,NA,NA,1,1,NaN,NaN,NaN,7,7,NA,NA,NA,12,12,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,2,NaN,NaN,NaN,NaN,NaN
"46",2923,21,164,7,1,1,1,2,3,NA,NA,4,4,4,NA,NA,1,1,1,NaN,NaN,7,7,7,NA,NA,12,12,12,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,1,2,NA,2,NaN,NaN,NaN,NaN,NaN
"47",1809,11,46,49,5,1,1,4,NA,NA,NA,3,6,NA,NA,NA,1,1,NaN,NaN,NaN,3,7,NA,NA,NA,12,12,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,5,2,NA,1,0,NaN,NaN,NaN,NaN
"48",1486,19,17,77,5,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,1,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,5,2,NA,1,500,1,NaN,NaN,NaN
"49",765,21,16,3,2,1,1,NA,NA,NA,NA,60,NA,NA,NA,NA,2,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,10,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,2,NaN,NaN,NaN,NaN,NaN
"50",227,15,124,53,5,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,5,2,NA,1,0,NaN,NaN,NaN,NaN
"51",515,30,124,42,5,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,5,2,NA,2,NaN,NaN,NaN,NaN,NaN
"52",768,21,16,3,5,1,1,NA,NA,NA,NA,15,NA,NA,NA,NA,2,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,5,2,NA,1,1000,2,1,16,21
"53",1131,25,11,816,1,1,2,NA,NA,NA,NA,15,NA,NA,NA,NA,2,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,1,2,NA,2,NaN,NaN,NaN,NaN,NaN
"54",1823,11,46,9,2,1,4,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,2,NaN,NaN,NaN,NaN,NaN
"55",1708,24,19,44,2,1,1,NA,NA,NA,NA,5,NA,NA,NA,NA,2,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,2,NaN,NaN,NaN,NaN,NaN
"56",2052,18,15,36,2,1,1,NA,NA,NA,NA,30,NA,NA,NA,NA,2,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,2,NaN,NaN,NaN,NaN,NaN
"57",1703,24,19,44,2,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,2,NaN,NaN,NaN,NaN,NaN
"58",205,15,124,32,5,1,1,2,NA,NA,NA,1,1,NA,NA,NA,1,1,NaN,NaN,NaN,7,7,NA,NA,NA,12,12,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,5,2,NA,2,NaN,NaN,NaN,NaN,NaN
"59",968,30,159,26,5,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,10,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,5,2,NA,2,NaN,NaN,NaN,NaN,NaN
"60",1052,8,7,1,1,1,1,2,NA,NA,NA,3,30,NA,NA,NA,1,2,NaN,NaN,NaN,7,7,NA,NA,NA,12,12,NA,NA,NA,1,2,900,2,2,0,NA,NaN,NA,1,1,3000,1,2000,2,1,32,8
"61",1718,24,19,44,1,1,1,3,NA,NA,NA,7,7,NA,NA,NA,1,1,NaN,NaN,NaN,6,6,NA,NA,NA,12,12,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,1,2,NA,2,NaN,NaN,NaN,NaN,NaN
"62",2168,20,260,2,1,1,2,NA,NA,NA,NA,8,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,1,2,NA,2,NaN,NaN,NaN,NaN,NaN
"63",89,15,124,83,2,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,5,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,2,NaN,NaN,NaN,NaN,NaN
"64",1815,11,46,49,2,1,1,3,NA,NA,NA,6,6,NA,NA,NA,1,1,NaN,NaN,NaN,7,7,NA,NA,NA,12,12,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,1,0,NaN,NaN,NaN,NaN
"65",2293,7,23,125,5,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,5,2,NA,2,NaN,NaN,NaN,NaN,NaN
"66",917,30,29,5,2,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,2,NaN,NaN,NaN,NaN,NaN
"67",2164,20,260,2,1,1,1,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,1,2,NA,2,NaN,NaN,NaN,NaN,NaN
"68",221,15,124,53,1,1,2,4,7,NA,NA,20,20,30,NA,NA,2,2,2,NaN,NaN,7,4,7,NA,NA,12,12,12,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,1,2,NA,2,NaN,NaN,NaN,NaN,NaN
"69",87,15,124,83,2,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,1,0,NaN,NaN,NaN,NaN
"70",270,15,74,107,2,1,2,NA,NA,NA,NA,20,NA,NA,NA,NA,2,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,2,NaN,NaN,NaN,NaN,NaN
"71",98,15,124,83,1,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,1,2,NA,2,NaN,NaN,NaN,NaN,NaN
"72",152,15,124,121,5,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,5,2,NA,2,NaN,NaN,NaN,NaN,NaN
"73",1801,11,46,49,2,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,2,NaN,NaN,NaN,NaN,NaN
"74",2101,18,18,13,2,1,1,NA,NA,NA,NA,8,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,1,1000,1,NaN,NaN,NaN
"75",1286,27,5,36,1,1,1,3,NA,NA,NA,60,60,NA,NA,NA,2,2,NaN,NaN,NaN,7,7,NA,NA,NA,12,12,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,1,2,NA,1,300,1,NaN,NaN,NaN
"76",92,15,124,83,2,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NaN,NaN,NaN,NaN,6,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,2,NaN,NaN,NaN,NaN,NaN
"77",2491,28,17,64,2,1,1,NA,NA,NA,NA,30,NA,NA,NA,NA,2,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,8,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,1,1000,1,NaN,NaN,NaN
"78",2200,20,260,2,2,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,1,1,100,3,NA,0,NA,NaN,NA,2,NaN,NA,2,NaN,NaN,NaN,NaN,NaN
"79",463,30,103,2,2,1,1,NA,NA,NA,NA,30,NA,NA,NA,NA,2,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,1,0,NaN,NaN,NaN,NaN
"80",142,15,124,121,2,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,6,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,2,NaN,NaN,NaN,NaN,NaN
"81",1991,32,54,13,5,1,1,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,5,2,NA,1,0,NaN,NaN,NaN,NaN
"82",1392,27,8,191,2,1,1,2,3,NA,NA,2,1,20,NA,NA,1,1,2,NaN,NaN,7,7,7,NA,NA,12,12,12,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,2,NaN,NaN,NaN,NaN,NaN
"83",1203,4,6,19,5,1,2,NA,NA,NA,NA,40,NA,NA,NA,NA,2,NaN,NaN,NaN,NaN,4,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,5,2,NA,2,NaN,NaN,NaN,NaN,NaN
"84",1265,27,13,15,1,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,1,2,NA,2,NaN,NaN,NaN,NaN,NaN
"85",268,15,74,107,5,1,3,4,NA,NA,NA,1,1,NA,NA,NA,1,1,NaN,NaN,NaN,6,6,NA,NA,NA,12,12,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,5,2,NA,2,NaN,NaN,NaN,NaN,NaN
"86",1420,27,12,150,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,1,2,NA,2,NaN,NaN,NaN,NaN,NaN
"87",2187,20,260,2,2,1,3,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,2,NaN,NaN,NaN,NaN,NaN
"88",191,15,124,38,1,1,1,2,NA,NA,NA,1,1,NA,NA,NA,1,1,NaN,NaN,NaN,7,7,NA,NA,NA,12,12,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,1,2,NA,1,7100,2,1,124,15
"89",1538,5,30,73,1,1,5,NA,NA,NA,NA,90,NA,NA,NA,NA,2,NaN,NaN,NaN,NaN,1,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,1,2,NA,1,0,NaN,NaN,NaN,NaN
"90",1391,27,8,191,2,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,3,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,2,NaN,NaN,NaN,NaN,NaN
"91",1464,30,108,112,2,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,2,NaN,NaN,NaN,NaN,NaN
"92",2103,18,18,13,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,100,1,12,0,NA,NaN,NA,1,2,NA,1,1000,1,NaN,NaN,NaN
"93",246,15,74,66,2,1,2,NA,NA,NA,NA,50,NA,NA,NA,NA,2,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,2,NaN,NaN,NaN,NaN,NaN
"94",524,12,1,82,5,1,3,NA,NA,NA,NA,5,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,5,2,NA,2,NaN,NaN,NaN,NaN,NaN
"95",2193,20,260,2,1,1,1,3,NA,NA,NA,5,5,NA,NA,NA,1,1,NaN,NaN,NaN,3,4,NA,NA,NA,6,4,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,1,2,NA,2,NaN,NaN,NaN,NaN,NaN
"96",193,15,124,38,1,1,2,NA,NA,NA,NA,30,NA,NA,NA,NA,2,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,5,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,1,2,NA,1,0,NaN,NaN,NaN,NaN
"97",1642,22,18,10,1,1,1,NA,NA,NA,NA,30,NA,NA,NA,NA,2,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,1,2,NA,2,NaN,NaN,NaN,NaN,NaN
"98",87,15,124,83,5,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,5,2,NA,1,0,NaN,NaN,NaN,NaN
"99",2177,20,260,2,1,1,2,3,4,NA,NA,3,3,3,NA,NA,1,1,1,NaN,NaN,3,2,7,NA,NA,2,3,7,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,1,2,NA,2,NaN,NaN,NaN,NaN,NaN
"100",1851,11,30,71,5,1,1,2,NA,NA,NA,3,3,NA,NA,NA,1,1,NaN,NaN,NaN,1,1,NA,NA,NA,12,12,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,5,2,NA,1,0,NaN,NaN,NaN,NaN
"101",184,15,124,38,5,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,5,2,NA,1,0,NaN,NaN,NaN,NaN
"102",247,15,74,66,2,1,2,3,4,NA,NA,1,2,2,NA,NA,1,1,1,NaN,NaN,7,7,7,NA,NA,12,12,12,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,2,NaN,NA,2,NaN,NaN,NaN,NaN,NaN
"103",2285,7,23,125,5,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NaN,NaN,NaN,NaN,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,5,2,NA,1,0,NaN,NaN,NaN,NaN
"104",260,15,74,66,5,1,2,3,NA,NA,NA,1,1,NA,NA,NA,1,1,NaN,NaN,NaN,7,7,NA,NA,NA,12,12,NA,NA,NA,2,NA,NA,NaN,NA,NA,NA,NaN,NA,5,2,NA,1,0,NaN,NaN,NaN,NaN
